Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776343929,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343930,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343931,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343932,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343933,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343934,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343935,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343936,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343937,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343938,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343939,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343940,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343941,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343942,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343943,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343944,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343945,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343946,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343947,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343948,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343949,6,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343950,7,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343951,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343952,9,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343953,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776343954,10,,Aggregated,0.000000,0.000000,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,1,0,8167.295400000057,8167.295400000057,8167.295400000057,8167.295400000057,2853484.0
1776343955,10,,Aggregated,0.000000,0.000000,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,1,0,8167.295400000057,8167.295400000057,8167.295400000057,8167.295400000057,2853484.0
1776343956,10,,Aggregated,0.000000,0.000000,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,1,0,8167.295400000057,8167.295400000057,8167.295400000057,8167.295400000057,2853484.0
1776343957,10,,Aggregated,0.100000,0.000000,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,2,0,8005.325599999651,8086.310499999854,8005.325599999651,8167.295400000057,3589578.5
1776343958,10,,Aggregated,0.100000,0.000000,8200,8200,13000,13000,13000,13000,13000,13000,13000,13000,13000,3,0,8200,9779.091466666614,8005.325599999651,13164.653400000134,4467810.666666667
1776343959,10,,Aggregated,0.100000,0.000000,8200,8200,13000,13000,13000,13000,13000,13000,13000,13000,13000,3,0,8200,9779.091466666614,8005.325599999651,13164.653400000134,4467810.666666667
1776343960,10,,Aggregated,0.100000,0.000000,13000,13000,16000,16000,16000,16000,16000,16000,16000,16000,16000,4,0,8200,11292.551075000007,8005.325599999651,15832.929900000181,4906926.75
1776343961,10,,Aggregated,0.100000,0.000000,13000,13000,16000,16000,16000,16000,16000,16000,16000,16000,16000,4,0,8200,11292.551075000007,8005.325599999651,15832.929900000181,4906926.75
1776343962,10,,Aggregated,0.400000,0.000000,11000,13000,14000,14000,15000,16000,16000,16000,16000,16000,16000,11,7,11000,10843.8998363636,1682.7481999998781,15832.929900000181,1784337.0
1776343963,10,,Aggregated,0.400000,0.000000,11000,13000,14000,14000,15000,16000,16000,16000,16000,16000,16000,11,7,11000,10843.8998363636,1682.7481999998781,15832.929900000181,1784337.0
1776343964,10,,Aggregated,0.400000,0.000000,11000,13000,14000,14000,15000,16000,16000,16000,16000,16000,16000,11,7,11000,10843.8998363636,1682.7481999998781,15832.929900000181,1784337.0
1776343965,10,,Aggregated,0.400000,0.000000,11000,13000,14000,14000,15000,16000,16000,16000,16000,16000,16000,11,7,11000,10843.8998363636,1682.7481999998781,15832.929900000181,1784337.0
1776343966,10,,Aggregated,0.400000,0.000000,11000,13000,14000,14000,15000,16000,16000,16000,16000,16000,16000,11,7,11000,10843.8998363636,1682.7481999998781,15832.929900000181,1784337.0
1776343967,10,,Aggregated,1.100000,0.700000,10000,12000,13000,14000,15000,16000,16000,16000,16000,16000,16000,13,9,10000,9235.170599999943,363.63759999994727,15832.929900000181,1509823.6153846155
1776343968,10,,Aggregated,1.000000,0.700000,9200,11000,13000,14000,15000,16000,16000,16000,16000,16000,16000,15,11,9200,8077.284306666598,363.63759999994727,15832.929900000181,1308513.8
1776343969,10,,Aggregated,1.200000,0.900000,9200,11000,13000,13000,15000,16000,16000,16000,16000,16000,16000,16,12,8200,7592.927962499913,327.58279999961815,15832.929900000181,1226731.6875
1776343970,10,,Aggregated,1.200000,0.900000,8200,10000,12000,13000,15000,16000,16000,16000,16000,16000,16000,18,14,8000,6789.5532444443525,327.58279999961815,15832.929900000181,1090428.1666666667
1776343971,10,,Aggregated,1.200000,1.100000,8000,10000,12000,13000,15000,16000,16000,16000,16000,16000,16000,19,15,8000,6449.266768420975,324.11020000017743,15832.929900000181,1033037.2105263158
1776343972,10,,Aggregated,1.200000,1.100000,1700,9200,11000,12000,14000,15000,16000,16000,16000,16000,16000,21,17,1700,5866.362485714207,303.41889999999694,15832.929900000181,934652.7142857143
1776343973,10,,Aggregated,1.200000,1.100000,1700,9200,11000,12000,14000,15000,16000,16000,16000,16000,16000,21,17,1700,5866.362485714207,303.41889999999694,15832.929900000181,934652.7142857143
1776343974,10,,Aggregated,1.700000,1.700000,720,8200,11000,12000,14000,15000,16000,16000,16000,16000,16000,24,20,410,5172.704520833254,260.9143999998196,15832.929900000181,817821.125
1776343975,10,,Aggregated,1.700000,1.700000,410,8200,10000,12000,14000,15000,16000,16000,16000,16000,16000,25,21,410,4979.51784399991,260.9143999998196,15832.929900000181,785108.28
1776343976,10,,Aggregated,1.700000,1.700000,410,8200,10000,12000,14000,15000,16000,16000,16000,16000,16000,25,21,410,4979.51784399991,260.9143999998196,15832.929900000181,785108.28
1776343977,10,,Aggregated,1.100000,1.100000,380,8000,10000,11000,14000,15000,16000,16000,16000,16000,16000,27,23,380,4636.6088296295275,260.9143999998196,15832.929900000181,726952.1111111111
1776343978,10,,Aggregated,1.400000,1.400000,380,8000,10000,11000,14000,15000,16000,16000,16000,16000,16000,28,24,380,4483.880739285625,260.9143999998196,15832.929900000181,700989.5357142857
1776343979,10,,Aggregated,1.400000,1.400000,380,8000,10000,11000,14000,15000,16000,16000,16000,16000,16000,28,24,380,4483.880739285625,260.9143999998196,15832.929900000181,700989.5357142857
1776343980,10,,Aggregated,1.400000,1.400000,380,8000,9200,11000,14000,15000,16000,16000,16000,16000,16000,29,25,380,4344.004789655094,260.9143999998196,15832.929900000181,676817.4827586206
1776343981,10,,Aggregated,1.300000,1.300000,360,720,8200,10000,13000,15000,16000,16000,16000,16000,16000,35,31,360,3666.082577142775,260.9143999998196,15832.929900000181,560791.6285714286
1776343982,10,,Aggregated,1.300000,1.300000,360,720,8200,10000,13000,15000,16000,16000,16000,16000,16000,35,31,360,3666.082577142775,260.9143999998196,15832.929900000181,560791.6285714286
1776343983,10,,Aggregated,1.400000,1.400000,380,640,8200,9200,13000,15000,16000,16000,16000,16000,16000,36,32,360,3579.008272222141,260.9143999998196,15832.929900000181,545214.0833333334
1776343984,10,,Aggregated,1.400000,1.400000,380,640,8200,9200,13000,15000,16000,16000,16000,16000,16000,36,32,360,3579.008272222141,260.9143999998196,15832.929900000181,545214.0833333334
1776343985,10,,Aggregated,1.400000,1.400000,380,640,8200,9200,13000,15000,16000,16000,16000,16000,16000,36,32,360,3579.008272222141,260.9143999998196,15832.929900000181,545214.0833333334
1776343986,10,,Aggregated,1.400000,1.400000,370,640,8000,9200,13000,15000,16000,16000,16000,16000,16000,38,34,360,3408.0001342104447,260.9143999998196,15832.929900000181,516518.6052631579
1776343987,10,,Aggregated,1.100000,1.100000,360,530,8000,9200,13000,15000,16000,16000,16000,16000,16000,39,35,360,3328.9262871794094,260.9143999998196,15832.929900000181,503274.53846153844
1776343988,10,,Aggregated,1.100000,1.100000,370,530,8000,9200,13000,15000,16000,16000,16000,16000,16000,40,36,360,3257.8982574999254,260.9143999998196,15832.929900000181,490692.675
1776343989,10,,Aggregated,1.100000,1.100000,370,490,1700,8200,12000,14000,16000,16000,16000,16000,16000,42,38,360,3119.6433880951686,260.9143999998196,15832.929900000181,467326.35714285716
1776343990,10,,Aggregated,1.100000,1.100000,370,490,1700,8200,12000,14000,16000,16000,16000,16000,16000,44,40,360,2994.0691090908385,260.9143999998196,15832.929900000181,446084.25
1776343991,10,,Aggregated,1.200000,1.200000,370,430,720,8000,12000,14000,16000,16000,16000,16000,16000,46,42,370,2880.64108695646,260.9143999998196,15832.929900000181,426689.2826086957
1776343992,10,,Aggregated,1.200000,1.200000,370,430,720,8000,12000,14000,16000,16000,16000,16000,16000,46,42,370,2880.64108695646,260.9143999998196,15832.929900000181,426689.2826086957
1776343993,10,,Aggregated,1.300000,1.300000,370,410,720,8000,12000,14000,16000,16000,16000,16000,16000,48,44,360,2774.4416791666135,260.9143999998196,15832.929900000181,408910.5625
1776343994,10,,Aggregated,1.300000,1.300000,370,410,720,8000,12000,14000,16000,16000,16000,16000,16000,48,44,360,2774.4416791666135,260.9143999998196,15832.929900000181,408910.5625
1776343995,10,,Aggregated,1.300000,1.300000,370,410,720,8000,12000,14000,16000,16000,16000,16000,16000,48,44,360,2774.4416791666135,260.9143999998196,15832.929900000181,408910.5625
1776343996,10,,Aggregated,1.200000,1.200000,360,410,640,8000,12000,14000,16000,16000,16000,16000,16000,50,46,360,2676.312513999946,260.9143999998196,15832.929900000181,392554.14
1776343997,10,,Aggregated,1.200000,1.200000,360,390,530,1700,11000,14000,15000,16000,16000,16000,16000,54,50,360,2503.4529944444043,260.9143999998196,15832.929900000181,363476.05555555556
1776343998,10,,Aggregated,1.200000,1.200000,360,390,530,1700,11000,14000,15000,16000,16000,16000,16000,54,50,360,2503.4529944444043,260.9143999998196,15832.929900000181,363476.05555555556
1776343999,10,,Aggregated,1.200000,1.200000,360,390,530,1700,11000,14000,15000,16000,16000,16000,16000,55,51,360,2466.14735454541,260.9143999998196,15832.929900000181,356867.4
1776344000,10,,Aggregated,1.500000,1.500000,360,390,530,720,11000,14000,15000,16000,16000,16000,16000,56,52,360,2429.878746428528,260.9143999998196,15832.929900000181,350494.76785714284
1776344001,10,,Aggregated,1.400000,1.400000,360,390,490,720,11000,14000,15000,16000,16000,16000,16000,57,53,360,2393.8422175438222,260.9143999998196,15832.929900000181,344345.7368421053
1776344002,10,,Aggregated,1.300000,1.300000,360,390,490,720,11000,14000,15000,16000,16000,16000,16000,59,55,360,2326.2473423728493,260.9143999998196,15832.929900000181,332673.0
1776344003,10,,Aggregated,1.100000,1.100000,360,410,450,640,10000,13000,15000,16000,16000,16000,16000,61,57,360,2262.550463934389,260.9143999998196,15832.929900000181,321765.68852459016
1776344004,10,,Aggregated,1.100000,1.100000,370,410,450,640,10000,13000,15000,16000,16000,16000,16000,62,58,360,2233.1190822580334,260.9143999998196,15832.929900000181,316575.9193548387
1776344006,10,,Aggregated,1.100000,1.100000,370,410,450,640,10000,13000,15000,16000,16000,16000,16000,62,58,360,2233.1190822580334,260.9143999998196,15832.929900000181,316575.9193548387
1776344007,10,,Aggregated,1.300000,1.300000,370,430,450,640,10000,13000,15000,16000,16000,16000,16000,63,59,370,2204.721199999969,260.9143999998196,15832.929900000181,311550.90476190473
1776344008,10,,Aggregated,1.400000,1.400000,370,410,450,640,10000,13000,15000,16000,16000,16000,16000,65,61,370,2146.5789984615044,244.93379999967146,15832.929900000181,301964.72307692305
1776344009,10,,Aggregated,1.400000,1.400000,360,410,450,530,10000,13000,15000,16000,16000,16000,16000,67,63,360,2092.413023880562,244.93379999967146,15832.929900000181,292950.85074626864
1776344010,10,,Aggregated,1.300000,1.300000,360,390,440,530,10000,13000,15000,16000,16000,16000,16000,69,65,360,2041.4542782608326,244.93379999967146,15832.929900000181,284459.52173913043
1776344011,10,,Aggregated,1.100000,1.100000,370,400,440,530,10000,13000,15000,16000,16000,16000,16000,70,66,360,2017.9983228571077,244.93379999967146,15832.929900000181,280395.8142857143
1776344012,10,,Aggregated,1.100000,1.100000,370,400,440,530,10000,13000,15000,16000,16000,16000,16000,70,66,360,2017.9983228571077,244.93379999967146,15832.929900000181,280395.8142857143
1776344013,10,,Aggregated,1.400000,1.400000,360,390,440,490,9200,13000,15000,16000,16000,16000,16000,72,68,360,1970.6330680555257,244.93379999967146,15832.929900000181,272607.0416666667
1776344014,10,,Aggregated,1.400000,1.400000,360,390,440,490,9200,13000,15000,16000,16000,16000,16000,72,68,360,1970.6330680555257,244.93379999967146,15832.929900000181,272607.0416666667
1776344015,10,,Aggregated,1.400000,1.400000,360,390,440,490,9200,13000,15000,16000,16000,16000,16000,72,68,360,1970.6330680555257,244.93379999967146,15832.929900000181,272607.0416666667
1776344016,10,,Aggregated,1.300000,1.300000,360,400,440,490,9200,13000,15000,16000,16000,16000,16000,73,69,360,1949.7062972602475,244.93379999967146,15832.929900000181,268872.69863013696
1776344017,10,,Aggregated,1.300000,1.300000,360,400,440,490,9200,13000,15000,16000,16000,16000,16000,73,69,360,1949.7062972602475,244.93379999967146,15832.929900000181,268872.69863013696
1776344018,10,,Aggregated,1.300000,1.300000,360,400,440,490,9200,13000,15000,16000,16000,16000,16000,73,69,360,1949.7062972602475,244.93379999967146,15832.929900000181,268872.69863013696
1776344019,10,,Aggregated,1.000000,1.000000,370,410,450,640,9200,13000,15000,16000,16000,16000,16000,75,69,370,1944.3368093333079,244.93379999967146,15832.929900000181,277027.49333333335
1776344020,10,,Aggregated,1.000000,1.000000,370,410,450,640,9200,13000,15000,16000,16000,16000,16000,75,69,370,1944.3368093333079,244.93379999967146,15832.929900000181,277027.49333333335
